Accession,Main gene name,Main protein name,Other gene names,Other protein names
Q96T88,UHRF1,UHRF1_HUMAN,ICBP90; NP95; RNF106,E3 ubiquitin-protein ligase UHRF1; Inverted CCAAT box-binding protein of 90 kDa; Nuclear protein 95; Nuclear zinc finger protein Np95; RING finger protein 106; RING-type E3 ubiquitin transferase UHRF1; Transcription factor ICBP90; Ubiquitin-like PHD and RING finger domain-containing protein 1; Ubiquitin-like-containing PHD and RING finger domains protein 1
Q00059,TFAM,TFAM_HUMAN,TCF6L2; TCF6,"Transcription factor A, mitochondrial; Mitochondrial transcription factor 1; Transcription factor 6; Transcription factor 6-like 2"
Q9UH77,KLHL3,KLHL3_HUMAN,KIAA1129,Kelch-like protein 3
Q9Y4C1,KDM3A,KDM3A_HUMAN,JHDM2A; JMJD1A; JMJD1; TSGA; KIAA0742,Lysine-specific demethylase 3A; Jumonji domain-containing protein 1A; JmjC domain-containing histone demethylation protein 2A
Q8WZ42,TTN,TITIN_HUMAN,,Titin; Rhabdomyosarcoma antigen MU-RMS-40.14; Connectin
Q92917,GPKOW,GPKOW_HUMAN,GPATC5; GPATCH5; T54,G-patch domain and KOW motifs-containing protein; G-patch domain-containing protein 5; Protein MOS2 homolog; Protein T54
O60479,DLX3,DLX3_HUMAN,,Homeobox protein DLX-3
Q08499-6,PDE4D,PDE4D-6_HUMAN,DPDE3,"Isoform 5 of cAMP-specific 3',5'-cyclic phosphodiesterase 4D; DPDE3; PDE43"
Q09470,KCNA1,KCNA1_HUMAN,,Potassium voltage-gated channel subfamily A member 1; Voltage-gated K(+) channel HuKI; Voltage-gated potassium channel HBK1; Voltage-gated potassium channel subunit Kv1.1
Q9GZU1,MCOLN1,MCLN1_HUMAN,ML4; MSTP080,Mucolipin-1; MG-2; Mucolipidin; Transient receptor potential channel mucolipin 1
P62195,PSMC5,PRS8_HUMAN,SUG1,26S proteasome regulatory subunit 8; 26S proteasome AAA-ATPase subunit RPT6; Proteasome 26S subunit ATPase 5; Proteasome subunit p45; Thyroid hormone receptor-interacting protein 1; p45/SUG
P53805-2,RCAN1,RCAN1-2_HUMAN,DSC1; DSCR1; ADAPT78; CSP1,Isoform 2 of Calcipressin-1; Adapt78; Down syndrome critical region protein 1; Myocyte-enriched calcineurin-interacting protein 1; Regulator of calcineurin 1
P41181,AQP2,AQP2_HUMAN,,Aquaporin-2; ADH water channel; Aquaporin-CD; Collecting duct water channel protein; WCH-CD; Water channel protein for renal collecting duct
P04083,ANXA1,ANXA1_HUMAN,ANX1; LPC1,Annexin A1; Annexin I; Annexin-1; Calpactin II; Calpactin-2; Chromobindin-9; Lipocortin I; Phospholipase A2 inhibitory protein; p35
Q8N5S9,CAMKK1,KKCC1_HUMAN,CAMKKA,Calcium/calmodulin-dependent protein kinase kinase 1; CaM-kinase IV kinase; Calcium/calmodulin-dependent protein kinase kinase alpha
O94763,URI1,RMP_HUMAN,C19orf2; NNX3; PPP1R19; RMP; URI,Unconventional prefoldin RPB5 interactor 1; Protein NNX3; Protein phosphatase 1 regulatory subunit 19; RNA polymerase II subunit 5-mediating protein
Q08493-2,PDE4C,PDE4C-2_HUMAN,DPDE1,"Isoform PDE4C2 of cAMP-specific 3',5'-cyclic phosphodiesterase 4C; DPDE1; PDE21"
O75688,PPM1B,PPM1B_HUMAN,PP2CB,Protein phosphatase 1B; Protein phosphatase 2C isoform beta
P54253,ATXN1,ATX1_HUMAN,ATX1; SCA1,Ataxin-1; Spinocerebellar ataxia type 1 protein
P27708,CAD,PYR1_HUMAN,,CAD protein
P20265,POU3F2,PO3F2_HUMAN,OCT7; BRN2; OTF7,"POU domain, class 3, transcription factor 2; Brain-specific homeobox/POU domain protein 2; Nervous system-specific octamer-binding transcription factor N-Oct-3; Octamer-binding protein 7; Octamer-binding transcription factor 7"
O00231,PSMD11,PSD11_HUMAN,,26S proteasome non-ATPase regulatory subunit 11; 26S proteasome regulatory subunit RPN6; 26S proteasome regulatory subunit S9; 26S proteasome regulatory subunit p44.5
Q9UII2,ATP5IF1,ATIF1_HUMAN,ATPI; ATPIF1,"ATPase inhibitor, mitochondrial; ATP synthase F1 subunit epsilon; Inhibitor of F(1)F(o)-ATPase"
P04439,HLA-A,HLAA_HUMAN,HLAA,"HLA class I histocompatibility antigen, A alpha chain; Human leukocyte antigen A"
P62834,RAP1A,RAP1A_HUMAN,KREV1,Ras-related protein Rap-1A; Ras-related protein Krev-1; GTP-binding protein smg p21A; G-22K; C21KG
P05023,ATP1A1,AT1A1_HUMAN,,Sodium/potassium-transporting ATPase subunit alpha-1; Sodium pump subunit alpha-1
Q9HCR9,PDE11A,PDE11_HUMAN,,"Dual 3',5'-cyclic-AMP and -GMP phosphodiesterase 11A; cAMP and cGMP phosphodiesterase 11A"
Q9Y6D6,ARFGEF1,BIG1_HUMAN,ARFGEP1; BIG1,Brefeldin A-inhibited guanine nucleotide-exchange protein 1; p200 ARF-GEP1; ADP-ribosylation factor guanine nucleotide-exchange factor 1; p200 ARF guanine nucleotide exchange factor
Q92597,NDRG1,NDRG1_HUMAN,CAP43; DRG1; RTP,Protein NDRG1; Nickel-specific induction protein Cap43; N-myc downstream-regulated gene 1 protein; Differentiation-related gene 1 protein; Rit42; Reducing agents and tunicamycin-responsive protein
P17676,CEBPB,CEBPB_HUMAN,TCF5; PP9092,CCAAT/enhancer-binding protein beta; Liver activator protein; Liver-enriched inhibitory protein; Nuclear factor NF-IL6; Transcription factor 5
P35240,NF2,MERL_HUMAN,SCH,Merlin; Moesin-ezrin-radixin-like protein; Neurofibromin-2; Schwannomerlin; Schwannomin
P12270,TPR,TPR_HUMAN,,Nucleoprotein TPR; NPC-associated intranuclear protein; Megator; Translocated promoter region protein
Q13576,IQGAP2,IQGA2_HUMAN,,Ras GTPase-activating-like protein IQGAP2
P17542,TAL1,TAL1_HUMAN,BHLHA17; SCL; TCL5,T-cell acute lymphocytic leukemia protein 1; Class A basic helix-loop-helix protein 17; Stem cell protein; T-cell leukemia/lymphoma protein 5
Q14185,DOCK1,DOCK1_HUMAN,,Dedicator of cytokinesis protein 1; 180 kDa protein downstream of CRK
Q9H3Z4,DNAJC5,DNJC5_HUMAN,CLN4,DnaJ homolog subfamily C member 5; Ceroid-lipofuscinosis neuronal protein 4; Cysteine string protein
P48436,SOX9,SOX9_HUMAN,,Transcription factor SOX-9
P52565,ARHGDIA,GDIR1_HUMAN,GDIA1,Rho GDP-dissociation inhibitor 1; Rho-GDI alpha
O15551,CLDN3,CLD3_HUMAN,C7orf1; CPETR2,Claudin-3; Rat ventral prostate.1 protein homolog; Clostridium perfringens enterotoxin receptor 2
Q9UH99,SUN2,SUN2_HUMAN,UNC84B; KIAA0668; FRIGG; RAB5IP,SUN domain-containing protein 2; Protein unc-84 homolog B; Rab5-interacting protein; Sad1/unc-84 protein-like 2
Q8TAE6,PPP1R14C,PP14C_HUMAN,KEPI,Protein phosphatase 1 regulatory subunit 14C; Serologically defined breast cancer antigen NY-BR-81; PKC-potentiated PP1 inhibitory protein; Kinase-enhanced PP1 inhibitor
P41240,CSK,CSK_HUMAN,,Tyrosine-protein kinase CSK; C-Src kinase; Protein-tyrosine kinase CYL
P06239,LCK,LCK_HUMAN,,Tyrosine-protein kinase Lck; T cell-specific protein-tyrosine kinase; p56-LCK; Protein YT16; Proto-oncogene Lck; Lymphocyte cell-specific protein-tyrosine kinase; Leukocyte C-terminal Src kinase
Q9Y6E0,STK24,STK24_HUMAN,MST3; STK3,Serine/threonine-protein kinase 24; Mammalian STE20-like protein kinase 3; STE20-like kinase MST3
Q7Z589,EMSY,EMSY_HUMAN,C11orf30; GL002,BRCA2-interacting transcriptional repressor EMSY
Q8IWU9,TPH2,TPH2_HUMAN,NTPH,Tryptophan 5-hydroxylase 2; Neuronal tryptophan hydroxylase; Tryptophan 5-monooxygenase 2
Q9NP97,DYNLRB1,DLRB1_HUMAN,HSPC162; ROBLD1; BITH; DNLC2A; DNCL2A,"Dynein light chain roadblock-type 1; Dynein light chain 2A, cytoplasmic; Roadblock domain-containing protein 1; Dynein-associated protein Km23; Bithoraxoid-like protein"
P26599,PTBP1,PTBP1_HUMAN,PTB,Polypyrimidine tract-binding protein 1; 57 kDa RNA-binding protein PPTB-1; Heterogeneous nuclear ribonucleoprotein I
Q01130,SRSF2,SRSF2_HUMAN,SFRS2,"Serine/arginine-rich splicing factor 2; Splicing component, 35 kDa; Protein PR264; Splicing factor SC35; Splicing factor, arginine/serine-rich 2"
Q14344,GNA13,GNA13_HUMAN,,Guanine nucleotide-binding protein subunit alpha-13
P13612,ITGA4,ITA4_HUMAN,CD49D,Integrin alpha-4; CD49 antigen-like family member D; Integrin alpha-IV; VLA-4 subunit alpha
O00141,SGK1,SGK1_HUMAN,SGK,Serine/threonine-protein kinase Sgk1; Serum/glucocorticoid-regulated kinase 1
P17302,GJA1,CXA1_HUMAN,GJAL,Gap junction alpha-1 protein; Connexin-43; Gap junction 43 kDa heart protein
Q12802,AKAP13,AKP13_HUMAN,BRX; HT31; LBC,A-kinase anchor protein 13; AKAP-Lbc; Breast cancer nuclear receptor-binding auxiliary protein; Guanine nucleotide exchange factor Lbc; Human thyroid-anchoring protein 31; Lymphoid blast crisis oncogene; Non-oncogenic Rho GTPase-specific GTP exchange factor; Protein kinase A-anchoring protein 13; p47
O60928,KCNJ13,KCJ13_HUMAN,,"Inward rectifier potassium channel 13; Inward rectifier K(+) channel Kir7.1; Potassium channel, inwardly rectifying subfamily J member 13"
P10412,H1-4,H14_HUMAN,H1F4; HIST1H1E,Histone H1.4; Histone H1b; Histone H1s-4
P55273,CDKN2D,CDN2D_HUMAN,,Cyclin-dependent kinase 4 inhibitor D; p19-INK4d
Q96P20,NLRP3,NLRP3_HUMAN,PYPAF1; NALP3; C1orf7; CIAS1,"NACHT, LRR and PYD domains-containing protein 3; Cryopyrin; PYRIN-containing APAF1-like protein 1; Angiotensin/vasopressin receptor AII/AVP-like; Caterpiller protein 1.1; Cold-induced autoinflammatory syndrome 1 protein"
P05067,APP,A4_HUMAN,A4; AD1,Amyloid-beta precursor protein; ABPP; APPI; Alzheimer disease amyloid protein; Amyloid precursor protein; Amyloid-beta A4 protein; Cerebral vascular amyloid peptide; PreA4; Protease nexin-II
P05093,CYP17A1,CP17A_HUMAN,CYP17; S17AH,"Steroid 17-alpha-hydroxylase/17,20 lyase; 17-alpha-hydroxyprogesterone aldolase; CYPXVII; Cytochrome P450 17A1; Cytochrome P450-C17; Steroid 17-alpha-monooxygenase"
Q7LDG7,RASGRP2,GRP2_HUMAN,CDC25L; MCG7,RAS guanyl-releasing protein 2; Calcium and DAG-regulated guanine nucleotide exchange factor I; Cdc25-like protein; F25B3.3 kinase-like protein
Q68EM7,ARHGAP17,RHG17_HUMAN,RICH1; MSTP066; MSTP110,Rho GTPase-activating protein 17; RhoGAP interacting with CIP4 homologs protein 1; Rho-type GTPase-activating protein 17
Q14103,HNRNPD,HNRPD_HUMAN,AUF1; HNRPD,Heterogeneous nuclear ribonucleoprotein D0; AU-rich element RNA-binding protein 1
O43665,RGS10,RGS10_HUMAN,,Regulator of G-protein signaling 10
P15924,DSP,DESP_HUMAN,,Desmoplakin; 250/210 kDa paraneoplastic pemphigus antigen
P21731,TBXA2R,TA2R_HUMAN,,Thromboxane A2 receptor; Prostanoid TP receptor
Q9H492,MAP1LC3A,MLP3A_HUMAN,,Microtubule-associated proteins 1A/1B light chain 3A; Autophagy-related ubiquitin-like modifier LC3 A; Autophagy-related protein LC3 A; Microtubule-associated protein 1 light chain 3 alpha; MAP1A/MAP1B light chain 3 A; MAP1 light chain 3-like protein 1
Q13535,ATR,ATR_HUMAN,FRP1,Serine/threonine-protein kinase ATR; Ataxia telangiectasia and Rad3-related protein; FRAP-related protein 1
P37802,TAGLN2,TAGL2_HUMAN,KIAA0120; CDABP0035,Transgelin-2; SM22-alpha homolog; Epididymis tissue protein Li 7e
Q9H0K1,SIK2,SIK2_HUMAN,SNF1LK2; KIAA0781; QIK,Serine/threonine-protein kinase SIK2; Qin-induced kinase; Salt-inducible kinase 2; Serine/threonine-protein kinase SNF1-like kinase 2
P21980,TGM2,TGM2_HUMAN,,Protein-glutamine gamma-glutamyltransferase 2; Transglutaminase H; Transglutaminase-2; Transglutaminase C; Tissue transglutaminase
Q9NP71,MLXIPL,MLXPL_HUMAN,WBSCR14; BHLHD14; MIO,Carbohydrate-responsive element-binding protein; MLX interactor; Class D basic helix-loop-helix protein 14; Williams-Beuren syndrome chromosomal region 14 protein; MLX-interacting protein-like; WS basic-helix-loop-helix leucine zipper protein
P98161,PKD1,PKD1_HUMAN,,Polycystin-1; Autosomal dominant polycystic kidney disease 1 protein
O43181,NDUFS4,NDUS4_HUMAN,,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial; NADH-ubiquinone oxidoreductase 18 kDa subunit; Complex I-AQDQ; Complex I-18 kDa"
Q15746,MYLK,MYLK_HUMAN,MLCK; MLCK1; MYLK1,"Myosin light chain kinase, smooth muscle; Telokin; Kinase-related protein"
P16144,ITGB4,ITB4_HUMAN,,Integrin beta-4; GP150
O95295,SNAPIN,SNAPN_HUMAN,BLOC1S7; SNAP25BP; SNAPAP,SNARE-associated protein Snapin; Biogenesis of lysosome-related organelles complex 1 subunit 7; Synaptosomal-associated protein 25-binding protein
Q15149,PLEC,PLEC_HUMAN,PLEC1,Plectin; Plectin-1; Hemidesmosomal protein 1
P55064,AQP5,AQP5_HUMAN,,Aquaporin-5
Q8WVI7,PPP1R1C,PPR1C_HUMAN,,Protein phosphatase 1 regulatory subunit 1C; Inhibitor-5 of protein phosphatase 1
Q99996,AKAP9,AKAP9_HUMAN,AKAP350; AKAP450; KIAA0803,A-kinase anchor protein 9; A-kinase anchor protein 350 kDa; A-kinase anchor protein 450 kDa; AKAP 120-like protein; Centrosome- and Golgi-localized PKN-associated protein; Protein hyperion; Protein kinase A-anchoring protein 9; Protein yotiao
Q15054,POLD3,DPOD3_HUMAN,KIAA0039,DNA polymerase delta subunit 3; DNA polymerase delta subunit C; DNA polymerase delta subunit p66; DNA polymerase delta subunit p68
P22459,KCNA4,KCNA4_HUMAN,KCNA4L,Potassium voltage-gated channel subfamily A member 4; HPCN2; Voltage-gated K(+) channel HuKII; Voltage-gated potassium channel HBK4; Voltage-gated potassium channel HK1; Voltage-gated potassium channel subunit Kv1.4
Q9HC16,APOBEC3G,ABC3G_HUMAN,MDS019,DNA dC->dU-editing enzyme APOBEC-3G; APOBEC-related cytidine deaminase; APOBEC-related protein 9; CEM-15; Deoxycytidine deaminase
P16066,NPR1,ANPRA_HUMAN,ANPRA,Atrial natriuretic peptide receptor 1; Guanylate cyclase A; Atrial natriuretic peptide receptor type A
P49748,ACADVL,ACADV_HUMAN,VLCAD,"Very long-chain specific acyl-CoA dehydrogenase, mitochondrial"
O14558,HSPB6,HSPB6_HUMAN,,Heat shock protein beta-6; Heat shock 20 kDa-like protein p20
P19793,RXRA,RXRA_HUMAN,NR2B1,Retinoic acid receptor RXR-alpha; Nuclear receptor subfamily 2 group B member 1; Retinoid X receptor alpha
Q15835,GRK1,GRK1_HUMAN,RHOK,Rhodopsin kinase GRK1; G protein-coupled receptor kinase 1
Q9NPC2,KCNK9,KCNK9_HUMAN,TASK3,Potassium channel subfamily K member 9; Acid-sensitive potassium channel protein TASK-3; TWIK-related acid-sensitive K(+) channel 3; Two pore potassium channel KT3.2
P30518,AVPR2,V2R_HUMAN,ADHR; DIR; DIR3; V2R,Vasopressin V2 receptor; Renal-type arginine vasopressin receptor; AVPR V2; Antidiuretic hormone receptor
P48549,KCNJ3,KCNJ3_HUMAN,GIRK1,"G protein-activated inward rectifier potassium channel 1; Inward rectifier K(+) channel Kir3.1; Potassium channel, inwardly rectifying subfamily J member 3"
P23771,GATA3,GATA3_HUMAN,,Trans-acting T-cell-specific transcription factor GATA-3; GATA-binding factor 3
P63252,KCNJ2,KCNJ2_HUMAN,IRK1,"Inward rectifier potassium channel 2; Cardiac inward rectifier potassium channel; Inward rectifier K(+) channel Kir2.1; Potassium channel, inwardly rectifying subfamily J member 2"
Q16790,CA9,CAH9_HUMAN,G250; MN,Carbonic anhydrase 9; Carbonate dehydratase IX; Carbonic anhydrase IX; Membrane antigen MN; P54/58N; Renal cell carcinoma-associated antigen G250; pMW1
Q16531,DDB1,DDB1_HUMAN,XAP1,DNA damage-binding protein 1; Xeroderma pigmentosum group E-complementing protein; UV-damaged DNA-binding protein 1; UV-damaged DNA-binding factor; XPE-binding factor; Damage-specific DNA-binding protein 1; HBV X-associated protein 1; DNA damage-binding protein a; DDB p127 subunit
O76074,PDE5A,PDE5A_HUMAN,PDE5,"cGMP-specific 3',5'-cyclic phosphodiesterase; cGMP-binding cGMP-specific phosphodiesterase"
Q13185,CBX3,CBX3_HUMAN,,Chromobox protein homolog 3; Modifier 2 protein; HECH; Heterochromatin protein 1 homolog gamma
Q9UMX1,SUFU,SUFU_HUMAN,UNQ650/PRO1280,Suppressor of fused homolog
Q16891,IMMT,MIC60_HUMAN,MINOS2; PIG52; PIG4; HMP; MIC60,MICOS complex subunit MIC60; Mitofilin; p87/89; Cell proliferation-inducing gene 4/52 protein; Mitochondrial inner membrane protein
P55087,AQP4,AQP4_HUMAN,,Aquaporin-4; Mercurial-insensitive water channel; WCH4
P32245,MC4R,MC4R_HUMAN,,Melanocortin receptor 4
P49685,GPR15,GPR15_HUMAN,,G-protein coupled receptor 15; Brother of Bonzo
O14649,KCNK3,KCNK3_HUMAN,TASK; TASK1,Potassium channel subfamily K member 3; Two pore potassium channel KT3.1; Acid-sensitive potassium channel protein TASK-1; TWIK-related acid-sensitive K(+) channel 1
P51787,KCNQ1,KCNQ1_HUMAN,KCNA9; KCNA8; KVLQT1,Potassium voltage-gated channel subfamily KQT member 1; IKs producing slow voltage-gated potassium channel subunit alpha KvLQT1; KQT-like 1; Voltage-gated potassium channel subunit Kv7.1
P36956,SREBF1,SRBP1_HUMAN,BHLHD1; SREBP1,Sterol regulatory element-binding protein 1; Class D basic helix-loop-helix protein 1; Sterol regulatory element-binding transcription factor 1
P41161,ETV5,ETV5_HUMAN,ERM,ETS translocation variant 5; Ets-related protein ERM
Q92837,FRAT1,FRAT1_HUMAN,,Proto-oncogene FRAT1; Frequently rearranged in advanced T-cell lymphomas 1
Q07820,MCL1,MCL1_HUMAN,BCL2L3,Induced myeloid leukemia cell differentiation protein Mcl-1; mcl1/EAT; Bcl-2-related protein EAT/mcl1; Bcl-2-like protein 3
P49715,CEBPA,CEBPA_HUMAN,CEBP,CCAAT/enhancer-binding protein alpha
Q16828,DUSP6,DUS6_HUMAN,MKP3; PYST1,Dual specificity protein phosphatase 6; Dual specificity protein phosphatase PYST1; Mitogen-activated protein kinase phosphatase 3
Q16690,DUSP5,DUS5_HUMAN,VH3,Dual specificity protein phosphatase 5; Dual specificity protein phosphatase hVH3
P49023-2,PXN,PAXI-2_HUMAN,,Isoform Alpha of Paxillin
Q9BUB5,MKNK1,MKNK1_HUMAN,MNK1,MAP kinase-interacting serine/threonine-protein kinase 1; MAP kinase signal-integrating kinase 1
Q05682,CALD1,CALD1_HUMAN,CAD; CDM,Caldesmon
Q9NYA1,SPHK1,SPHK1_HUMAN,SPHK; SPK; SK1,Sphingosine kinase 1; Acetyltransferase SPHK1
Q9H8Y8,GORASP2,GORS2_HUMAN,GOLPH6,Golgi reassembly-stacking protein 2; Golgi phosphoprotein 6; Golgi reassembly-stacking protein of 55 kDa; p59
P50616,TOB1,TOB1_HUMAN,TOB; TROB1,Protein Tob1; Transducer of erbB-2 1
P10415,BCL2,BCL2_HUMAN,,Apoptosis regulator Bcl-2
Q9NQ66,PLCB1,PLCB1_HUMAN,KIAA0581,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-1; Phospholipase C-beta-1; Phospholipase C-I; Phosphoinositide phospholipase C-beta-1; PLC-154"
Q13950,RUNX2,RUNX2_HUMAN,PEBP2A; OSF2; CBFA1; AML3,Runt-related transcription factor 2; SL3-3 enhancer factor 1 alpha A subunit; SL3/AKV core-binding factor alpha A subunit; Acute myeloid leukemia 3 protein; Core-binding factor subunit alpha-1; Oncogene AML-3; Osteoblast-specific transcription factor 2; Polyomavirus enhancer-binding protein 2 alpha A subunit
O75030-9,MITF,MITF-9_HUMAN,BHLHE32,Isoform M1 of Microphthalmia-associated transcription factor; Class E basic helix-loop-helix protein 32
Q13614,MTMR2,MTMR2_HUMAN,KIAA1073,"Myotubularin-related protein 2; Phosphatidylinositol-3,5-bisphosphate 3-phosphatase; Phosphatidylinositol-3-phosphate phosphatase"
P41212,ETV6,ETV6_HUMAN,TEL; TEL1,Transcription factor ETV6; ETS-related protein Tel1; ETS translocation variant 6
P19419,ELK1,ELK1_HUMAN,,ETS domain-containing protein Elk-1
P12980,LYL1,LYL1_HUMAN,BHLHA18,Protein lyl-1; Lymphoblastic leukemia-derived sequence 1; Class A basic helix-loop-helix protein 18
P08047,SP1,SP1_HUMAN,TSFP1,Transcription factor Sp1
O43561-2,LAT,LAT-2_HUMAN,,Isoform 2 of Linker for activation of T-cells family member 1; 36 kDa phospho-tyrosine adapter protein; p36-38
Q15788,NCOA1,NCOA1_HUMAN,BHLHE74; SRC1,Nuclear receptor coactivator 1; Class E basic helix-loop-helix protein 74; Protein Hin-2; RIP160; Renal carcinoma antigen NY-REN-52; Steroid receptor coactivator 1
Q96RK0,CIC,CIC_HUMAN,KIAA0306,Protein capicua homolog
Q92793,CREBBP,CBP_HUMAN,CBP,CREB-binding protein; Histone lysine acetyltransferase CREBBP; Protein-lysine acetyltransferase CREBBP
Q01196-8,RUNX1,RUNX1-8_HUMAN,AML1; CBFA2,Isoform AML-1G of Runt-related transcription factor 1; Acute myeloid leukemia 1 protein; Core-binding factor subunit alpha-2; Oncogene AML-1; Polyomavirus enhancer-binding protein 2 alpha B subunit; SL3-3 enhancer factor 1 alpha B subunit; SL3/AKV core-binding factor alpha B subunit
Q16584,MAP3K11,M3K11_HUMAN,MLK3; PTK1; SPRK,Mitogen-activated protein kinase kinase kinase 11; Mixed lineage kinase 3; Src-homology 3 domain-containing proline-rich kinase
Q96FF9,CDCA5,CDCA5_HUMAN,,Sororin; Cell division cycle-associated protein 5; p35
P17861,XBP1,XBP1_HUMAN,TREB5; XBP2,X-box-binding protein 1; Tax-responsive element-binding protein 5
Q8IZP0,ABI1,ABI1_HUMAN,SSH3BP1,Abl interactor 1; Abelson interactor 1; Abl-binding protein 4; Eps8 SH3 domain-binding protein; Nap1-binding protein; Spectrin SH3 domain-binding protein 1; e3B1
P35658,NUP214,NU214_HUMAN,CAIN; CAN; KIAA0023,Nuclear pore complex protein Nup214; Protein CAN; Nucleoporin Nup214; 214 kDa nucleoporin
Q92974-2,ARHGEF2,ARHG2-2_HUMAN,KIAA0651; LFP40,Isoform 2 of Rho guanine nucleotide exchange factor 2; Guanine nucleotide exchange factor H1; Microtubule-regulated Rho-GEF; Proliferating cell nucleolar antigen p40
P20339,RAB5A,RAB5A_HUMAN,RAB5,Ras-related protein Rab-5A
P29590-4,PML,PML-4_HUMAN,TRIM19; RNF71; PP8675; MYL,Isoform PML-6 of Protein PML; Promyelocytic leukemia protein; RING finger protein 71; Tripartite motif-containing protein 19
Q9NRA0,SPHK2,SPHK2_HUMAN,SK2,Sphingosine kinase 2
Q03060,CREM,CREM_HUMAN,,cAMP-responsive element modulator; Inducible cAMP early repressor
Q9UIG0,BAZ1B,BAZ1B_HUMAN,WBSCR9; WBSCR10; WBSC10; WSTF,Tyrosine-protein kinase BAZ1B; Williams-Beuren syndrome chromosomal region 10 protein; Williams-Beuren syndrome chromosomal region 9 protein; hWALp2; Bromodomain adjacent to zinc finger domain protein 1B; Williams syndrome transcription factor
C9JLW8,MCRIP1,MCRI1_HUMAN,FAM195B; GRAN2,Mapk-regulated corepressor-interacting protein 1; Granulin-2; Protein FAM195B
P49407,ARRB1,ARRB1_HUMAN,ARR1,Beta-arrestin-1; Arrestin beta-1; Non-visual arrestin-2
P27361,MAPK3,MK03_HUMAN,ERK1; PRKM3,Mitogen-activated protein kinase 3; p44-ERK1; Microtubule-associated protein 2 kinase; MAP kinase isoform p44; Insulin-stimulated MAP2 kinase; Extracellular signal-regulated kinase 1; ERT2
P78347-2,GTF2I,GTF2I-2_HUMAN,BAP135; WBSCR6,Isoform 2 of General transcription factor II-I; Bruton tyrosine kinase-associated protein 135; SRF-Phox1-interacting protein; Williams-Beuren syndrome chromosomal region 6 protein
Q14790,CASP8,CASP8_HUMAN,MCH5,Caspase-8; MORT1-associated ced-3 homolog; ICE-like apoptotic protease 5; FADD-homologous ICE/ced-3-like protease; FADD-like ICE; Apoptotic protease Mch-5; CAP4; Apoptotic cysteine protease
