Kinase Accession,Subcellular Location
Q8NG66,Nucleus; nucleolus; Nucleus; nucleolus; Nucleus; nucleolus; Nucleus; Cytoplasm; centrosome; Cytoplasm; cytoskeleton; microtubule organizing center; Cytoplasm; cytoskeleton; spindle; spindle pole; centromere; Chromosome; kinetochore; centromere; Chromosome; centrosome; kinetochore; kinetochore; Cytoplasm; Nucleus; centrosome; Cytoplasm; cytoskeleton; microtubule organizing center;
P51955,Nucleus; nucleolus; Nucleus; nucleolus; Nucleus; Cytoplasm; Nucleus; nucleolus; Nucleus; nucleoplasm; Nucleus; Nucleus; Nucleus speckle; centromere; Chromosome; kinetochore; Cleavage furrow; Midbody; Mitochondrion; nucleoplasm; nucleolus; kinetochore; Nucleus; nucleolus; Nucleus; Cytoplasm; centrosome; Cytoplasm; cytoskeleton; microtubule organizing center; Cytoplasm; cytoskeleton; spindle; spindle pole; centromere; Chromosome; kinetochore; centromere; Chromosome; centrosome; kinetochore; kinetochore; Cytoplasm; Nucleus; centrosome; Cytoplasm; cytoskeleton; microtubule organizing center; centriole; centrosome; Cytoplasm; cytoskeleton; microtubule organizing center; centriole;
P51956,Cytoplasm; axon; Cell projection;
P51957,Cell projection; cilium; Cytoplasm;
Q6P3R8,
Q9HC98,Cytoplasm; Nucleus; Nucleus; Cytoplasm; Nucleus; PML body; Early endosome; Cytoplasm; Endomembrane system; Golgi apparatus; Golgi apparatus membrane; Lysosome; Lysosome membrane; Membrane; Cytoplasm; Cytoplasm; Cell projection; dendrite; axon; Cell projection; Cell membrane; axon; Nucleus; Nucleus; Cytoplasm; Nucleus; Nucleus; Nucleus speckle; Cytoplasm; Nucleus; Nucleus; Nucleus; Cytoplasm; Cell membrane; Nucleus; Endosome; adherens junction; Cell junction; Cytoplasm; Cytoplasmic side; Cytoplasmic vesicle; Cytoplasmic vesicle membrane; Peripheral membrane protein; clathrin-coated vesicle; Cytoplasm; Cytoplasmic vesicle; clathrin-coated pit; coated pit; Membrane; Cytoplasm; perinuclear region; Cytoplasm; Nucleus; Nucleus; Nucleus speckle; centrosome; Cytoplasm; cytoskeleton; microtubule organizing center; Cytoplasm; cytoskeleton; spindle; spindle pole; centrosome; spindle; Cytoplasm; centrosome; Cytoplasm; cytoskeleton; microtubule organizing center; centrosome; Nucleus; Cytoplasm; Cytoplasm; Chromosome; synapse;
Q8TDX7,Nucleus; Cytoplasm; Cytoplasm; cytoskeleton; spindle; spindle pole; centrosome; Cytoplasm; cytoskeleton; microtubule organizing center; centrosome; spindle;
Q86SG6,Cytoplasm; Nucleus; Nucleus; Nucleus speckle; Nucleus; Cytoplasm; Cytoplasm; cytoskeleton; Cell projection; cilium; centrosome; Cytoplasm; cytoskeleton; microtubule organizing center; cilium; centromere; Chromosome; kinetochore; centrosome; Cytoplasm; cytoskeleton; microtubule organizing center; Cytoplasm; cytoskeleton; spindle; spindle pole; centrosome; kinetochore; spindle; spindle pole;
Q8TD19,Cytoplasm; Nucleus;
P25092,Cell membrane; Single-pass type I membrane protein; Endoplasmic reticulum; Endoplasmic reticulum membrane; Single-pass type I membrane protein; Cell membrane; Peripheral membrane protein; Cytoplasm;
Q02846,Photoreceptor outer segment membrane; Single-pass type I membrane protein; Endoplasmic reticulum; Endoplasmic reticulum membrane; Single-pass type I membrane protein; Cell projection; cilium; photoreceptor outer segment; Photoreceptor inner segment; Endosome; Nucleus; Cytoplasm; Cytoplasm; perinuclear region;
P51841,Photoreceptor outer segment membrane; Single-pass type I membrane protein;
P16066,Membrane; Single-pass type I membrane protein;
P20594,Cell membrane; Single-pass type I membrane protein;
Q02750,centrosome; Cytoplasm; cytoskeleton; microtubule organizing center; Cytoplasm; cytoskeleton; microtubule organizing center; spindle; spindle pole; spindle pole body; Cytoplasm; Nucleus; Membrane; Peripheral membrane protein; centrosome; Membrane;
P36507,Cytoplasm; Membrane; Peripheral membrane protein; Membrane;
P46734,Cytoplasm; Cytoplasmic vesicle; Perikaryon; Golgi apparatus; Golgi apparatus membrane; Peripheral membrane protein; axon; Cell projection; Cell projection; dendrite; Endoplasmic reticulum; Endoplasmic reticulum membrane; Peripheral membrane protein; Cytoplasm; Cytoplasmic vesicle; secretory vesicle; synaptic vesicle; synaptic vesicle membrane; Endosome; Lysosome; Mitochondrion; Mitochondrion outer membrane; Peripheral membrane protein; Golgi apparatus; Cytoplasm; Nucleus; Nucleus; Chromosome; telomere; telomere; Nucleus; Nucleus matrix; Nucleus; Cytoplasm; Endoplasmic reticulum;
P45985,Cytoplasm; Nucleus;
Q13163,Cytoplasm; Nucleus; Nucleus; PML body; Nucleus; Cytoplasm; Endosome; Golgi apparatus;
P52564,Nucleus; Cytoplasm; Cytoplasm; cytoskeleton; Cytoplasm; Cytoplasmic vesicle; Perikaryon; Golgi apparatus; Golgi apparatus membrane; Peripheral membrane protein; axon; Cell projection; Cell projection; dendrite; Endoplasmic reticulum; Endoplasmic reticulum membrane; Peripheral membrane protein; Cytoplasm; Cytoplasmic vesicle; secretory vesicle; synaptic vesicle; synaptic vesicle membrane; Endosome; Lysosome; Mitochondrion; Mitochondrion outer membrane; Peripheral membrane protein; Golgi apparatus; Cytoplasm; perinuclear region; Nucleus;
O14733,Cytoplasm; Cytoplasmic vesicle; Perikaryon; Golgi apparatus; Golgi apparatus membrane; Peripheral membrane protein; axon; Cell projection; Cell projection; dendrite; Endoplasmic reticulum; Endoplasmic reticulum membrane; Peripheral membrane protein; Cytoplasm; Cytoplasmic vesicle; secretory vesicle; synaptic vesicle; synaptic vesicle membrane; Endosome; Lysosome; Mitochondrion; Mitochondrion outer membrane; Peripheral membrane protein; Golgi apparatus; Cytoplasm; Nucleus; Nucleus; Cytoplasm; Cytoplasm; Cell membrane; Cytoplasm; Cytoplasmic side; Peripheral membrane protein; cytosol; Cytoplasm; Cytoplasm; perinuclear region; Nucleus; Endoplasmic reticulum; Endoplasmic reticulum membrane; Mitochondrion; Mitochondrion membrane; perinuclear region;
Q13233,Cytoplasm; Cytoplasm; Nucleus; Cytoplasm; Basolateral cell membrane; Peripheral membrane protein; Golgi apparatus; Golgi apparatus membrane; Peripheral membrane protein; cell cortex; Cytoplasm; Cytoplasm; cytoskeleton; Cytoplasm; cytoskeleton; stress fiber; Cytoplasm; myofibril; sarcomere; Z line; stress fiber; Cytoplasm; cytoskeleton; stress fiber; Cytoplasm; cytoskeleton; stress fiber; Cytoplasm; cytoskeleton; Cytoplasm; Nucleus; Nucleus; Cytoplasm; Cell membrane; Cytoplasm; Nucleus; Cell membrane; clathrin-coated pit; coated pit; Membrane; Cytoplasm; Cytoplasmic vesicle;
Q02779,
Q16584,Host; Host endoplasmic reticulum; Host endoplasmic reticulum membrane; Single-pass membrane protein; Host; Host mitochondrion; Host mitochondrion membrane; Single-pass type I membrane protein; Host; Host lipid droplet; Virion; Host; Host cytoplasm; Host; Host nucleus; Secreted; Single-pass type I membrane protein; Virion; Virion membrane; Host; Host endoplasmic reticulum; Host endoplasmic reticulum membrane; Single-pass type I membrane protein; Single-pass type I membrane protein; Virion; Virion membrane; Host; Host endoplasmic reticulum; Host endoplasmic reticulum membrane; Single-pass type I membrane protein; Host; Host endoplasmic reticulum; Host endoplasmic reticulum membrane; Multi-pass membrane protein; Host; Host cell; Host cell membrane; Host; Host endoplasmic reticulum; Host endoplasmic reticulum membrane; Multi-pass membrane protein; Host; Host endoplasmic reticulum; Host endoplasmic reticulum membrane; Peripheral membrane protein; Host; Host endoplasmic reticulum; Host endoplasmic reticulum membrane; Single-pass type I membrane protein; Host; Host membrane; Host; Host endoplasmic reticulum; Host endoplasmic reticulum membrane; Multi-pass membrane protein; Host; Host endoplasmic reticulum; Host endoplasmic reticulum membrane; Peripheral membrane protein; Host; Host cytoplasm; host perinuclear region; perinuclear region; Host; Host mitochondrion; Host; Host membrane; Host; Host endoplasmic reticulum; Host endoplasmic reticulum membrane; Single-pass type I membrane protein; Host; Host membrane; Cell projection; Cytoplasm; Cytoplasmic side; filopodium; filopodium membrane; Peripheral membrane protein; Cell projection; Cytoplasm; Cytoplasmic side; Peripheral membrane protein; ruffle; ruffle membrane; Nucleus; Cytoplasm; perinuclear region; Cytoplasm; Cytoplasmic granule; Cytoplasm; perinuclear region; Cytoplasm; Cytoplasmic granule; Nucleus; Cell projection; Cytoplasm; Cytoplasmic side; filopodium; filopodium membrane; Peripheral membrane protein; Cell projection; Cytoplasm; Cytoplasmic side; Peripheral membrane protein; ruffle; ruffle membrane; Cytoplasm; perinuclear region; Cytoplasm; Cytoplasmic granule; Cytoplasm; cytoskeleton; Cell membrane; Cytoplasm; Cytoplasmic side; Lipid-anchor; centrosome; Cytoplasm; cytoskeleton; microtubule organizing center; Cytoplasm; cytoskeleton; spindle; Midbody; Cell projection; dendrite; spindle; spindle; centrosome; centrosome; Cytoplasm; cytoskeleton; microtubule organizing center;
Q12852,Nucleus; Cytoplasm; Cell membrane;
O43283,Cytoplasm; Membrane; Peripheral membrane protein;
Q99558,Cytoplasm;
Q6ZN16,
Q56UN5,
Q9Y2U5,Cytoplasm; Nucleus; Secreted; Cytoplasm; Nucleus; Cytoplasm; Nucleus; Cytoplasm; Nucleus;
Q9NYL2,Cytoplasm; Melanosome; Cytoplasm; Nucleus; Nucleus; Cytoplasm;
Q5TCX8,Cytoplasm; Nucleus;
Q99759,Nucleus; Cytoplasm; Melanosome; Cytoplasm; Cytoplasm; Melanosome; Cytoplasm; Cytoplasmic vesicle; Cytoplasm; Melanosome; Vacuole; Vacuole membrane; Cytoplasm; Cytoplasm; axon;
Q9Y6R4,Nucleus; Cytoplasm; Cytoplasm; cytoskeleton; Cytoplasm; Cytoplasm; cytoskeleton; Cytoplasm; Cytoplasmic vesicle; Cytoplasmic vesicle membrane; Peripheral membrane protein; Cell junction; synapse; synaptosome; Cell junction; focal adhesion; focal adhesion; synaptosome; Cytoplasm; Nucleus; Cytoplasm; perinuclear region; cell cortex; Cytoplasm; Cytoplasm; cytoskeleton; Cytoplasm; cytoskeleton; stress fiber; Cytoplasm; myofibril; sarcomere; Z line; stress fiber; Cytoplasm; cytoskeleton; stress fiber; Cytoplasm; cytoskeleton; stress fiber; Cytoplasm; cytoskeleton;
Q99683,Cytoplasm; Nucleus; Cell membrane; Late endosome; Late endosome membrane; Peripheral membrane protein; Lipid-anchor; Membrane; Cell membrane; sarcolemma; Cell membrane; Apical cell membrane; Cell projection; ruffle; ruffle membrane; Cell projection; filopodium; filopodium tip; Cell projection; growth cone; Cell projection; lamellipodium; Cytoplasm; Cytoplasm; cytoskeleton; centrosome; Cytoplasm; cytoskeleton; microtubule organizing center; Cytoplasm; perinuclear region; Nucleus; Cell projection; neuron projection; Perikaryon; perinuclear region; ruffle; cytoskeleton; cytosol; centrosome; Cytoplasm; perinuclear region; Golgi apparatus; trans-Golgi network; Cytoplasm; Melanosome; Nucleus; Cytoplasm; Secreted; Secreted; Mitochondrion; Mitochondrion outer membrane; Single-pass membrane protein; Cytoplasm; Cell membrane; Single-pass type I membrane protein; Secreted; Secreted; Secreted; Secreted; Secreted; Cytoplasm; Melanosome; Vacuole; Vacuole membrane; Nucleus; nucleolus; Nucleus; Cytoplasm; nucleolus; gem; Nucleus; Cajal body; Nucleus; Cytoplasm; Cytoplasm; Cytoplasmic granule; Perikaryon; Cell projection; neuron projection; axon; Cell projection; Cytoplasm; myofibril; sarcomere; Z line; gem; Cytoplasm; Nucleus; Cell membrane; clathrin-coated pit; coated pit; Membrane; Cell projection; pseudopodium; Cytoplasm; Cytoplasmic vesicle; Cytoplasm; Endoplasmic reticulum; Cytoplasm; nucleoplasm; Nucleus; Nucleus; PML body; nucleolus; Nucleus; centromere; Chromosome; nucleoplasm; centromere; nucleoplasm; Nucleus; Nucleus; Cytoplasm; cytosol; Cell membrane; Cell membrane; sarcolemma; Cell membrane; Lipid-anchor; cytosol; sarcolemma; Cell membrane; Single-pass type I membrane protein; Membrane; Single-pass type I membrane protein; Perikaryon; Cell projection; growth cone; clathrin-coated pit; coated pit; Membrane; Early endosome; Cytoplasm; Cytoplasmic vesicle; Cell surface; clathrin-coated pit; coated pit; extracellular space; growth cone; perinuclear region; Secreted; Cell surface; Nucleus; Cytoplasm; Cytoplasm; Nucleus; Cell membrane; Nucleus; Cytoplasm; Cell membrane; Peripheral membrane protein; Membrane; Cell projection; dendrite; dendrite; Cytoplasm; Nucleus; Cell membrane; clathrin-coated pit; coated pit; Membrane; Cytoplasm; Cytoplasmic vesicle;
O95382,
O43318,Membrane; Peripheral membrane protein; Cytoplasm; cytosol; cytosol; Nucleus; Cytoplasm; Recycling endosome; Cytoplasm; cytoskeleton; Mitochondrion; Cytoplasm; Cytoplasm; cell cortex; Cytoplasm; Nucleus; Lipid droplet; nuclear body; Nucleus; Cytoplasm; Cytoplasm; Nucleus; Cytoplasm; Nucleus; Cytoplasm; Cell membrane; Cytoplasm; Cytoplasmic side; Peripheral membrane protein; cytosol; Nucleus; Cytoplasm; Cytoplasm; Cytoplasm; perinuclear region; Nucleus; Endoplasmic reticulum; Endoplasmic reticulum membrane; Mitochondrion; Mitochondrion membrane; perinuclear region;
P41279,Cytoplasm; Nucleus; Cytoplasm; Nucleus; Nucleus; Nucleus speckle; Cytoplasm; Nucleus; Cytoplasm; Nucleus; Cytoplasm; Cytoplasm; Melanosome; Nucleus; Secreted; Cell membrane; Secreted;
P80192,
Q92918,
Q12851,Nucleus; Chromosome; telomere; Cytoplasm; Basolateral cell membrane; Peripheral membrane protein; Golgi apparatus; Golgi apparatus membrane; Peripheral membrane protein;
Q8IVH8,Cytoplasm; Cell membrane; Peripheral membrane protein; synapse; Cytoplasm; Cell membrane; Peripheral membrane protein; synapse; Cytoplasm; Nucleus; Cytoplasm; Endosome; Golgi apparatus;
O95819,Cytoplasm; Cytoplasm; Cytoplasm; perinuclear region; Golgi apparatus; Golgi apparatus membrane; Golgi apparatus;
Q9Y4K4,Cytoplasm; Cytoplasm; Endoplasmic reticulum; Nucleus; Nucleus; Cytoplasm; Endosome; Golgi apparatus; Cytoplasm; Cell membrane;
Q8N4C8,Cytoplasm; Cell junction; postsynaptic density; synapse; axon; Cell projection; Cell projection; dendrite; Golgi apparatus; Nucleus; Cytoplasm; nucleoplasm; Nucleus; Cytoplasm; perinuclear region; Cytoplasm; cytoskeleton; spindle; spindle pole; centrosome; Cytoplasm; cytoskeleton; microtubule organizing center; centromere; Chromosome; kinetochore; kinetochore; centrosome; spindle; spindle pole; spindle; spindle pole;
Q8NEV4,Cytoplasm; cytoskeleton; Cytoplasm; Cell projection; filopodium; filopodium tip; Cell projection; cilium; stereocilium;
Q8WXR4,Cytoplasm; cytoskeleton; Cell projection; cilium; stereocilium;
Q7Z2Y5,
O95747,Cytoplasm; Membrane; Multi-pass membrane protein; Cell junction; tight junction; tight junction; Cell membrane; Single-pass membrane protein; Cytoplasm; Cytoplasm;
Q13153,Cytoplasm; Cell junction; focal adhesion; Cell membrane; Cell projection; ruffle; ruffle membrane; Cell projection; invadopodium; nucleoplasm; Nucleus; Chromosome; focal adhesion; ruffle; nucleoplasm;
Q13177,Cell projection; lamellipodium; Cell junction; Cytoplasm; cytoskeleton; extracellular matrix; focal adhesion; Cell junction; Nucleus; Cytoplasm; cytoskeleton; extracellular matrix; focal adhesion; Cytoplasm; Cell membrane; Mitochondrion; Nucleus; Cell membrane; Cytoplasm; Cytoplasmic side; Lipid-anchor; Melanosome; Cytoplasm; Cell projection; lamellipodium; ruffle; lamellipodium; Cell membrane; Mitochondrion; Mitochondrion inner membrane; Nucleus; Cytoplasm; cytoskeleton; Cytoplasm; perinuclear region; focal adhesion; gem; focal adhesion; focal adhesion; perinuclear region; Cytoplasm; perinuclear region; Apical cell membrane; Cell junction; focal adhesion; Cell projection; lamellipodium; focal adhesion; sarcomere; stress fiber; focal adhesion; Cytoplasm; Nucleus; Early endosome; autophagosome; Cytoplasm; Cytoplasmic vesicle; phagosome; Cell membrane; Cytoplasm; Cytoplasmic side; Lipid-anchor; Cytoplasm; Endoplasmic reticulum; Nucleus; adherens junction; Cell junction; Cell membrane; Cytoplasm; cytoskeleton; Cell junction; focal adhesion; Nucleus; Nucleus; Nucleus matrix; stress fiber; focal adhesion; Cytoplasm; Endoplasmic reticulum; Cytoplasm; Nucleus; Cytoplasm; perinuclear region; Lipid-anchor; Membrane; perinuclear region; Cell junction; focal adhesion; Cell projection; ruffle; cell cortex; Cytoplasm; Cell projection; lamellipodium; focal adhesion; Cytoplasm; Nucleus; Cytoplasm; Endosome; Golgi apparatus; Lysosome; Lipid-anchor; Membrane; Cell projection; Lipid-anchor; podosome; podosome membrane; Cytoplasm; cytosol; Cell membrane; Lipid-anchor; caveola; Lipid-anchor; Membrane; Cell junction; focal adhesion; Cytoplasm; cytoskeleton; Golgi apparatus; Cytoplasm; Cytoplasmic vesicle; Lysosome; Nucleus; caveola; caveola; cytoskeleton; focal adhesion; Cytoplasm; Cytoplasmic vesicle; secretory vesicle; Cytoplasm; cytosol; Cell membrane; Cytoplasm; Cytoplasmic side; Lipid-anchor; centrosome; Cytoplasm; cytoskeleton; microtubule organizing center; Cytoplasm; cytoskeleton; spindle; Midbody; Cell projection; dendrite; spindle; spindle; centrosome; Cytoplasm; Nucleus; Cytoplasm; cytoskeleton; Cell projection; lamellipodium; lamellipodium; Cell junction; focal adhesion; Cell projection; ruffle; cell cortex; Cytoplasm; Cell projection; lamellipodium; focal adhesion;
O75914,Cell membrane; Cytoplasm; Cytoplasmic side; Lipid-anchor; Melanosome; Cytoplasm; Cell projection; lamellipodium; ruffle; lamellipodium; Cytoplasm; Cell membrane; Cytoplasm; Cytoplasmic side; Lipid-anchor; centrosome; Cytoplasm; cytoskeleton; microtubule organizing center; Cytoplasm; cytoskeleton; spindle; Midbody; Cell projection; dendrite; spindle; spindle; centrosome;
O96013,Cytoplasm; Melanosome; Nucleus; Cytoplasm; cytoskeleton; spindle; Chromosome; telomere; spindle; Cytoplasm; Cell membrane; Cytoplasm; Cytoplasmic side; Lipid-anchor; centrosome; Cytoplasm; cytoskeleton; microtubule organizing center; Cytoplasm; cytoskeleton; spindle; Midbody; Cell projection; dendrite; spindle; spindle; centrosome;
Q9P286,Cell junction; Cytoplasm; cytoskeleton; extracellular matrix; focal adhesion; Cell junction; Nucleus; Cytoplasm; cytoskeleton; extracellular matrix; focal adhesion; Nucleus; Nucleus; Nucleus speckle; Cajal body; Nucleus; Cytoplasm; Cytoplasm; Nucleus; centrosome; Cytoplasm; cytoskeleton; microtubule organizing center; Cytoplasm; cytoskeleton; spindle; spindle pole; spindle; spindle pole; Mitochondrion; Cytoplasm; Nucleus; Nucleus; Cytoplasm; Mitochondrion; Cell membrane; Cytoplasm; Cytoplasmic side; Lipid-anchor; centrosome; Cytoplasm; cytoskeleton; microtubule organizing center; Cytoplasm; cytoskeleton; spindle; Midbody; Cell projection; dendrite; spindle; spindle; centrosome; nucleolus; Nucleus; Nucleus; Cytoplasm; Cytoplasm; Nucleoplasmic side; Nucleus; Nucleus inner membrane; Single-pass membrane protein; Nucleus; Nucleus outer membrane; spindle; Nucleus; Cytoplasm; Nucleus; Membrane; Peripheral membrane protein; Cytoplasm; Golgi apparatus; Golgi apparatus membrane; Peripheral membrane protein;
Q9NQU5,Cytoplasm; Cytoplasmic vesicle; Perikaryon; Golgi apparatus; Golgi apparatus membrane; Peripheral membrane protein; axon; Cell projection; Cell projection; dendrite; Endoplasmic reticulum; Endoplasmic reticulum membrane; Peripheral membrane protein; Cytoplasm; Cytoplasmic vesicle; secretory vesicle; synaptic vesicle; synaptic vesicle membrane; Endosome; Lysosome; Mitochondrion; Mitochondrion outer membrane; Peripheral membrane protein; Golgi apparatus; Cell membrane; Cytoplasm; Cytoplasmic side; Lipid-anchor; Cytoplasm; Nucleus;
